timestamp,temp,coppia
1.69267E+12,102.9,0.09
1.69267E+12,103,0.03
1.69267E+12,84.94,0.09
1.69267E+12,95.42,0.42
1.69267E+12,102.85,0.04
1.69267E+12,100.25,0.03
1.69267E+12,95.44,0.09
1.69267E+12,57.72,0.37
1.69267E+12,59.4,0.03
1.69267E+12,88.77,0.03
1.69267E+12,81.82,0.3
1.69267E+12,103.15,0.26
1.69267E+12,103.06,0.02
1.69267E+12,79.8,0.02
1.69267E+12,101.86,0.26
1.69267E+12,103.2,0.28
1.69267E+12,103,0.02
1.69267E+12,98.57,0.02
1.69267E+12,69.52,0.39
1.69267E+12,73.25,0.12
1.69267E+12,77.8,0.03
1.69267E+12,82.76,0.07
1.69267E+12,102.05,0.43
1.69267E+12,102.9,0.07
1.69267E+12,103.05,0.05
1.69267E+12,93.48,0.15
1.69267E+12,103.1,0.37
1.69267E+12,102.9,0.05
1.69267E+12,86.8,0.05
1.69267E+12,95.54,0.23
1.69267E+12,72.08,0.31
1.69267E+12,72.95,0.03
1.69267E+12,85.7,0.03
1.69267E+12,96.83,0.28
1.69267E+12,102.85,0.24
1.69267E+12,102.85,0.03
1.69267E+12,85.9,0.03
1.69267E+12,78.32,0.4
1.69267E+12,103.13,0.16
1.69267E+12,87.7,0.03
1.69267E+12,75.54,0.03
1.69267E+12,59.15,0.38
1.69267E+12,59.3,0.15
1.69267E+12,83.38,0.03
1.69267E+12,88.37,0.14
1.69267E+12,103,0.39
1.69267E+12,95.6,0.05
1.69267E+12,94.02,0.05
1.69267E+12,103.44,0.23
1.69267E+12,103.05,0.39
1.69267E+12,83.17,0.05
1.69267E+12,88.32,0.05
1.69267E+12,61.7,0.3
1.69267E+12,62.8,0.26
1.69267E+12,96.3,0.04
1.69267E+12,90.48,0.04
1.69267E+12,88.2,0.37
1.69267E+12,88.25,0.2
1.69267E+12,87.72,0.03
1.69267E+12,96.3,0.06
1.69267E+12,102.48,0.41
1.69267E+12,102.4,0.11
1.69267E+12,85.35,0.04
1.69267E+12,91.32,0.11
1.69267E+12,96.45,0.41
1.69267E+12,87.04,0.04
1.69267E+12,99.1,0.03
1.69267E+12,97.65,0.09
1.69267E+12,79.37,0.36
1.69267E+12,97.68,0.04
1.69267E+12,102.94,0.03
1.69267E+12,102.55,0.25
1.69267E+12,90.33,0.27
1.69267E+12,76.46,0.04
1.69267E+12,86.5,0.04
1.69267E+12,86.75,0.31
1.69267E+12,83.95,0.27
1.69267E+12,97.04,0.04
1.69267E+12,101.88,0.05
1.69267E+12,100.45,0.39
1.69267E+12,96.08,0.12
1.69267E+12,97.06,0.04
1.69267E+12,102.6,0.07
1.69267E+12,91.17,0.43
1.69267E+12,88.13,0.07
1.69267E+12,86.48,0.05
1.69267E+12,91.98,0.16
1.69267E+12,90.5,0.37
1.69267E+12,100.75,0.04
1.69267E+12,100.15,0.04
1.69267E+12,89.38,0.24
1.69267E+12,78.98,0.31
1.69267E+12,102.73,0.03
1.69267E+12,102.5,0.03
1.69267E+12,92.93,0.22
1.69267E+12,79.78,0.23
1.69267E+12,65.95,0.03
1.69267E+12,66.1,0.02
1.69267E+12,85.58,0.38
1.69267E+12,86.45,0.17
1.69267E+12,102.97,0.05
1.69267E+12,103.1,0.05
1.69267E+12,91.58,0.4
1.69267E+12,101.76,0.16
1.69267E+12,102.9,0.04
1.69267E+12,75.43,0.17
1.69267E+12,86.5,0.4
1.69267E+12,57.9,0.05
1.69267E+12,58.9,0.05
1.69267E+12,87.17,0.22
1.69267E+12,91.95,0.4
1.69267E+12,103.15,0.03
1.69267E+12,83.3,0.03
1.69267E+12,100.2,0.28
1.69267E+12,103.25,0.24
1.69267E+12,92.2,0.03
1.69267E+12,75.48,0.03
1.69267E+12,65.8,0.38
1.69267E+12,65.95,0.21
1.69267E+12,87.66,0.03
1.69267E+12,97.53,0.03
1.69267E+12,103.05,0.42
1.69267E+12,91.15,0.11
1.69267E+12,96.46,0.05
1.69267E+12,103.56,0.12
1.69267E+12,103.1,0.4
1.69267E+12,103.2,0.05
1.69267E+12,83.62,0.04
1.69267E+12,49.45,0.1
1.69267E+12,52.2,0.35
1.69267E+12,86.23,0.05
1.69267E+12,102.02,0.05
1.69267E+12,102.9,0.25
1.69267E+12,102.95,0.26
1.69267E+12,101.6,0.05
1.69267E+12,86.14,0.05
1.69267E+12,103.55,0.25
1.69267E+12,103.55,0.27
1.69267E+12,81.88,0.03
1.69267E+12,66.48,0.04
1.69267E+12,45.85,0.42
1.69267E+12,74.7,0.11
1.69267E+12,96.2,0.03
1.69267E+12,93.8,0.07
1.69267E+12,102.97,0.44
1.69267E+12,91.03,0.12
1.69267E+12,87.02,0.03
1.69267E+12,103.2,0.15
1.69267E+12,102.85,0.38
1.69267E+12,96.28,0.03
1.69267E+12,86.9,0.03
1.69267E+12,54.87,0.22
1.69267E+12,55.2,0.31
1.69267E+12,79.95,0.03
1.69267E+12,92.36,0.03
1.69267E+12,102.93,0.23
1.69267E+12,102.9,0.23
1.69267E+12,90.04,0.03
1.69267E+12,103.76,0.03
1.69267E+12,104,0.38
1.69267E+12,104.1,0.16
1.69267E+12,94.66,0.04
1.69267E+12,59.82,0.04
1.69267E+12,43.3,0.37
1.69267E+12,85.65,0.12
1.69267E+12,94.14,0.04
1.69267E+12,102.7,0.16
1.69267E+12,102.4,0.41
1.69267E+12,101.17,0.03
1.69267E+12,90.6,0.03
1.69267E+12,104.3,0.19
1.69267E+12,104.1,0.41
1.69267E+12,93.88,0.05
1.69267E+12,74.02,0.04
1.69267E+12,50.32,0.35
1.69267E+12,92.16,0.25
1.69267E+12,102.52,0.03
1.69267E+12,102.6,0.03
1.69267E+12,102.35,0.37
1.69267E+12,89.8,0.26
1.69267E+12,101.86,0.03
1.69267E+12,104.3,0.05
1.69267E+12,91.27,0.41
1.69267E+12,91.78,0.11
1.69267E+12,65.76,0.05
1.69267E+12,63.3,0.11
1.69267E+12,71.57,0.42
1.69267E+12,93.18,0.04
1.69267E+12,102.52,0.03
1.69267E+12,102.2,0.09
1.69267E+12,95.8,0.36
1.69267E+12,91.48,0.05
1.69267E+12,104.23,0.05
1.69267E+12,104.25,0.24
1.69267E+12,92.9,0.27
1.69267E+12,92.76,0.04
1.69267E+12,56.77,0.04
1.69267E+12,54,0.24
1.69267E+12,92.08,0.26
1.69267E+12,96.72,0.03
1.69267E+12,102.45,0.03
1.69267E+12,90.7,0.39
1.69267E+12,88.07,0.12
1.69267E+12,91.68,0.04
1.69267E+12,104,0.09
1.69267E+12,103,0.45
1.69267E+12,92.42,0.12
1.69267E+12,51.1,0.04
1.69267E+12,82.8,0.15
1.69267E+12,91.7,0.38
1.69267E+12,102.58,0.05
1.69267E+12,102.3,0.05
1.69267E+12,101.65,0.22
1.69267E+12,98.58,0.4
1.69267E+12,104.15,0.05
1.69267E+12,104.25,0.05
1.69267E+12,91.6,0.32
1.69267E+12,76.26,0.24
1.69267E+12,70.6,0.04
1.69267E+12,70.65,0.04
1.69267E+12,91.3,0.39
1.69267E+12,102.36,0.2
1.69267E+12,102.25,0.05
1.69267E+12,98.1,0.05
1.69267E+12,91.36,0.38
1.69267E+12,94.88,0.12
1.69267E+12,95.65,0.04
1.69267E+12,93.7,0.14
1.69267E+12,91.8,0.41
1.69267E+12,100.74,0.04
1.69267E+12,99.78,0.04
1.69267E+12,97.2,0.17
1.69267E+12,95.06,0.42
1.69267E+12,102.45,0.04
1.69267E+12,102.4,0.03
1.69267E+12,95.22,0.29
1.69267E+12,75.38,0.26
1.69267E+12,68.6,0.05
1.69267E+12,68.8,0.05
1.69267E+12,88.08,0.35
1.69267E+12,102.2,0.23
1.69267E+12,103.3,0.03
1.69267E+12,90.13,0.05
1.69267E+12,94.32,0.39
1.69267E+12,102.82,0.12
1.69267E+12,102.35,0.05
1.69267E+12,99.43,0.11
1.69267E+12,88.74,0.42
1.69267E+12,45.07,0.05
1.69267E+12,89.03,0.04
1.69267E+12,101.64,0.12
1.69267E+12,103.4,0.35
1.69267E+12,103.45,0.05
1.69267E+12,93.12,0.04
1.69267E+12,94.56,0.23
1.69267E+12,102.64,0.28
1.69267E+12,102.75,0.04
1.69267E+12,89.58,0.04
1.69267E+12,64.6,0.24
1.69267E+12,48.4,0.29
1.69267E+12,66.83,0.04
1.69267E+12,93.23,0.03
1.69267E+12,94.36,0.4
1.69267E+12,103,0.13
1.69267E+12,91.43,0.04
1.69267E+12,89.26,0.08
1.69267E+12,102.67,0.45
1.69267E+12,102.35,0.15
1.69267E+12,95.33,0.04
1.69267E+12,90.76,0.31
1.69267E+12,68.33,0.4
1.69267E+12,68.6,0.04
1.69267E+12,83.75,0.04
1.69267E+12,96.52,0.23
1.69267E+12,103.25,0.31
1.69267E+12,103.35,0.03
1.69267E+12,90.62,0.03
1.69267E+12,102.58,0.27
1.69267E+12,102.55,0.24
1.69267E+12,102.65,0.05
1.69267E+12,94.9,0.05
1.69267E+12,74.02,0.38
1.69267E+12,64.85,0.2
1.69267E+12,78,0.05
1.69267E+12,89.14,0.05
1.69267E+12,103.35,0.38
1.69267E+12,103.35,0.12
1.69267E+12,102.93,0.04
1.69267E+12,90.22,0.16
1.69267E+12,102.9,0.4
1.69267E+12,75.5,0.03
1.69267E+12,77.6,0.03
1.69267E+12,68.3,0.16
1.69267E+12,68.5,0.4
1.69267E+12,93.27,0.04
1.69267E+12,98.44,0.03
1.69267E+12,103.55,0.29
1.69267E+12,103.65,0.25
1.69267E+12,83.4,0.04
1.69267E+12,93.22,0.04
1.69267E+12,102.55,0.36
1.69267E+12,90.07,0.21
1.69267E+12,96.62,0.03
1.69267E+12,51.6,0.05
1.69267E+12,54.4,0.42
1.69267E+12,102.2,0.1
1.69267E+12,86.46,0.03
1.69267E+12,103.16,0.12
1.69267E+12,102.95,0.42
1.69267E+12,80.3,0.05
1.69267E+12,98.78,0.03
1.69267E+12,102.58,0.1
1.69267E+12,102.55,0.35
1.69267E+12,101.77,0.04
1.69267E+12,68.48,0.04
1.69267E+12,47.73,0.24
1.69267E+12,58.8,0.28
1.69267E+12,84.74,0.04
1.69267E+12,101.95,0.04
1.69267E+12,103.15,0.24
1.69267E+12,101.55,0.28
1.69267E+12,87.65,0.03
1.69267E+12,95.3,0.03
1.69267E+12,102.97,0.39
1.69267E+12,99.6,0.12
1.69267E+12,88.96,0.03
1.69267E+12,39.73,0.06
1.69267E+12,39.3,0.44
1.69267E+12,81.13,0.13
1.69267E+12,94.88,0.05
1.69267E+12,103.1,0.18
1.69267E+12,102.87,0.38
1.69267E+12,96.67,0.04
1.69267E+12,89.07,0.04
1.69267E+12,103.9,0.23
1.69267E+12,103.9,0.4
1.69267E+12,91.52,0.04
1.69267E+12,70.96,0.03
1.69267E+12,49.1,0.27
1.69267E+12,49.1,0.23
1.69267E+12,87.54,0.03
1.69267E+12,92.02,0.03
1.69267E+12,102.3,0.37
1.69267E+12,101.7,0.16
1.69267E+12,91.76,0.04
1.69267E+12,103.9,0.04
1.69267E+12,103.8,0.37
1.69267E+12,83.5,0.07
1.69267E+12,83.8,0.03
1.69267E+12,49.96,0.14
1.69267E+12,49.1,0.42
1.69267E+12,97.48,0.05
1.69267E+12,95.2,0.05
1.69267E+12,102.6,0.17
1.69267E+12,80.68,0.4
1.69267E+12,93.63,0.05
1.69267E+12,104.2,0.05
1.69267E+12,104.25,0.3
1.69267E+12,90.22,0.26
1.69267E+12,68.56,0.03
1.69267E+12,58.67,0.03
1.69267E+12,92.25,0.35
1.69267E+12,86.1,0.25
1.69267E+12,102.55,0.05
1.69267E+12,102.3,0.07
1.69267E+12,99.73,0.4
1.69267E+12,95.78,0.11
1.69267E+12,104.15,0.05
1.69267E+12,104.1,0.11
1.69267E+12,99.32,0.42
1.69267E+12,73.26,0.06
1.69267E+12,55.48,0.04
1.69267E+12,55.3,0.09
1.69267E+12,82.98,0.37
1.69267E+12,100.76,0.05
1.69267E+12,102.43,0.05
1.69267E+12,102.3,0.24
1.69267E+12,89.22,0.28
1.69267E+12,97.37,0.04
1.69267E+12,104,0.04
1.69267E+12,101.38,0.22
1.69267E+12,91.8,0.2
1.69267E+12,85.4,0.03
1.69267E+12,72.8,0.03
1.69267E+12,84.13,0.4
1.69267E+12,85.72,0.15
1.69267E+12,102.2,0.04
1.69267E+12,102,0.04
1.69267E+12,91.92,0.38
1.69267E+12,78.28,0.12
1.69267E+12,103.9,0.03
1.69267E+12,104.05,0.14
1.69267E+12,97.43,0.37
1.69267E+12,82.78,0.05
1.69267E+12,73,0.05
1.69267E+12,73,0.22
1.69267E+12,87.36,0.39
1.69267E+12,97.3,0.05
1.69267E+12,102.15,0.05
1.69267E+12,102.2,0.39
1.69267E+12,93.02,0.23
1.69267E+12,101.15,0.03
1.69267E+12,98.88,0.03
1.69267E+12,90.48,0.38
1.69267E+12,90.72,0.16
1.69267E+12,90.1,0.04
1.69267E+12,94.2,0.03
1.69267E+12,92.54,0.38
1.69267E+12,102.24,0.1
1.69267E+12,101.9,0.05
1.69267E+12,92.98,0.14
1.69267E+12,90.34,0.42
1.69267E+12,87.65,0.03
1.69267E+12,87.85,0.03
1.69267E+12,92.3,0.13
1.69267E+12,99.3,0.41
1.69267E+12,102.83,0.03
1.69267E+12,102.85,0.03
1.69267E+12,91,0.29
1.69267E+12,102.2,0.26
1.69267E+12,101.85,0.04
1.69267E+12,96.77,0.04
1.69267E+12,87.5,0.33
1.69267E+12,65.65,0.27
1.69267E+12,66.7,0.05
1.69267E+12,80.93,0.06
1.69267E+12,98.54,0.41
1.69267E+12,103.4,0.11
1.69267E+12,86.66,0.04
1.69267E+12,86.4,0.11
1.69267E+12,102.15,0.43
1.69267E+12,102.1,0.11
1.69267E+12,84.7,0.03
1.69267E+12,86.48,0.16
1.69267E+12,69.97,0.36
1.69267E+12,86.7,0.05
1.69267E+12,90.48,0.05
1.69267E+12,92.73,0.24
1.69267E+12,103.3,0.29
1.69267E+12,79.7,0.04
1.69267E+12,86.83,0.04
1.69267E+12,102.32,0.27
1.69267E+12,102.2,0.21
1.69267E+12,102.7,0.04
1.69267E+12,85.04,0.04
1.69267E+12,55.57,0.39
1.69267E+12,56.2,0.12
1.69267E+12,80.02,0.03
1.69267E+12,95.75,0.02
1.69267E+12,102.94,0.38
1.69267E+12,102.8,0.13
1.69267E+12,102.14,0.03
1.69267E+12,97.26,0.15
1.69267E+12,101.9,0.4
1.69267E+12,101.95,0.05
1.69267E+12,90.4,0.04
1.69267E+12,78.7,0.23
1.69267E+12,73.7,0.38
1.69267E+12,73.85,0.05
1.69267E+12,90.24,0.04
1.69267E+12,103.6,0.3
1.69267E+12,103.35,0.24
1.69267E+12,95.9,0.04
1.69267E+12,83.48,0.04
1.69267E+12,102.36,0.39
1.69267E+12,102.1,0.17
1.69267E+12,90.67,0.04
1.69267E+12,98.3,0.03
1.69267E+12,62.15,0.38
1.69267E+12,63,0.09
1.69267E+12,78.68,0.04
1.69267E+12,88.76,0.14
1.69267E+12,103.5,0.43
1.69267E+12,103.55,0.04
1.69267E+12,91.73,0.03
1.69267E+12,99.18,0.12
1.69267E+12,102.05,0.42
1.69267E+12,74.7,0.04
1.69267E+12,90.64,0.03
1.69267E+12,85.68,0.27
1.69267E+12,90.8,0.26
1.69267E+12,96.95,0.03
1.69267E+12,91,0.03
1.69267E+12,95.25,0.33
1.69267E+12,94.25,0.26
1.69267E+12,87.45,0.03
1.69267E+12,85.98,0.05
1.69267E+12,102.3,0.39
1.69267E+12,99.8,0.11
1.69267E+12,95.94,0.03
1.69267E+12,104.1,0.09
1.69267E+12,104.15,0.42
1.69267E+12,97.86,0.05
1.69267E+12,82.54,0.03
1.69267E+12,77.2,0.16
1.69267E+12,59.6,0.35
1.69267E+12,94.66,0.05
1.69267E+12,102.67,0.05
1.69267E+12,102.2,0.24
1.69267E+12,102.25,0.26
1.69267E+12,91.06,0.03
1.69267E+12,85.28,0.03
1.69268E+12,102.3,0.22
1.69268E+12,93.55,0.22
1.69268E+12,90.92,0.04
1.69268E+12,84.46,0.04
1.69268E+12,92.52,0.38
1.69268E+12,89.6,0.12
1.69268E+12,102.45,0.05
1.69268E+12,102.2,0.05
1.69268E+12,77.55,0.4
1.69268E+12,91.94,0.14
1.69268E+12,93.9,0.04
1.69268E+12,94,0.17
1.69268E+12,90.6,0.39
1.69268E+12,97.85,0.04
1.69268E+12,90.9,0.04
1.69268E+12,90.85,0.24
1.69268E+12,78.12,0.38
1.69268E+12,91.46,0.04
1.69268E+12,102.15,0.03
1.69268E+12,94.7,0.31
1.69268E+12,95.42,0.24
1.69268E+12,93.23,0.03
1.69268E+12,85.22,0.03
1.69268E+12,86.02,0.38
1.69268E+12,81.62,0.2
1.69268E+12,80.65,0.03
1.69268E+12,93.12,0.03
1.69268E+12,96.35,0.38
1.69268E+12,102.35,0.1
1.69268E+12,102.3,0.04
1.69268E+12,83.03,0.14
1.69268E+12,90.28,0.41
1.69268E+12,96.8,0.03
1.69268E+12,99.13,0.03
1.69268E+12,89.74,0.2
1.69268E+12,66.86,0.42
1.69268E+12,56.45,0.05
1.69268E+12,77.03,0.04
1.69268E+12,90.73,0.29
1.69268E+12,98.72,0.26
1.69268E+12,102.3,0.03
1.69268E+12,95.8,0.03
1.69268E+12,92.52,0.33
1.69268E+12,103.65,0.27
1.69268E+12,103.65,0.04
1.69268E+12,93.77,0.06
1.69268E+12,75.76,0.4
1.69268E+12,63.47,0.1
1.69268E+12,67.84,0.04
1.69268E+12,99.68,0.11
1.69268E+12,102.33,0.45
1.69268E+12,102.3,0.12
1.69268E+12,91.98,0.05
1.69268E+12,87.6,0.16
1.69268E+12,103.8,0.35
1.69268E+12,104.05,0.04
1.69268E+12,81.06,0.04
1.69268E+12,79.36,0.24
1.69268E+12,63.35,0.27
1.69268E+12,82.9,0.05
1.69268E+12,95.06,0.05
1.69268E+12,102.34,0.23
1.69268E+12,102.05,0.2
1.69268E+12,65.5,0.04
1.69268E+12,86.52,0.04
1.69268E+12,103.95,0.38
1.69268E+12,104,0.11
1.69268E+12,94.82,0.03
1.69268E+12,82.04,0.03
1.69268E+12,60.13,0.38
1.69268E+12,60.1,0.13
1.69268E+12,83.72,0.03
1.69268E+12,80.63,0.22
1.69268E+12,102.13,0.38
1.69268E+12,102.1,0.03
1.69268E+12,90.8,0.03
1.69268E+12,103.82,0.17
1.69268E+12,103.67,0.4
1.69268E+12,90.38,0.04
1.69268E+12,87.82,0.04
1.69268E+12,54.26,0.31
1.69268E+12,53.4,0.25
1.69268E+12,79.6,0.05
1.69268E+12,94.58,0.05
1.69268E+12,102.3,0.4
1.69268E+12,102.1,0.21
1.69268E+12,92.9,0.05
1.69268E+12,95.68,0.05
1.69268E+12,103.95,0.4
1.69268E+12,104.15,0.1
1.69268E+12,96.52,0.05
1.69268E+12,68.94,0.14
1.69268E+12,39.7,0.41
1.69268E+12,103.5,0.05
1.69268E+12,90.58,0.05
1.69268E+12,102.78,0.14
1.69268E+12,102.77,0.41
1.69268E+12,76.95,0.05
1.69268E+12,88.1,0.05
1.69268E+12,103,0.29
1.69268E+12,103.45,0.26
1.69268E+12,102.67,0.04
1.69268E+12,80.44,0.03
1.69268E+12,41.07,0.34
1.69268E+12,92.05,0.25
1.69268E+12,94.16,0.04
1.69268E+12,102.45,0.05
1.69268E+12,102.35,0.41
1.69268E+12,92.6,0.12
1.69268E+12,94.74,0.04
1.69268E+12,104,0.11
1.69268E+12,104.05,0.4
1.69268E+12,97.26,0.06
1.69268E+12,74.3,0.05
1.69268E+12,56.8,0.18
1.69268E+12,52.6,0.34
1.69268E+12,91.48,0.05
1.69268E+12,97.6,0.05
1.69268E+12,102.05,0.25
1.69268E+12,100.22,0.26
1.69268E+12,79.58,0.05
1.69268E+12,103.85,0.04
1.69268E+12,103.8,0.24
1.69268E+12,103.07,0.2
1.69268E+12,87.3,0.04
1.69268E+12,48.18,0.04
1.69268E+12,90.75,0.39
1.69268E+12,97.24,0.13
1.69268E+12,102.25,0.04
1.69268E+12,102.25,0.04
1.69268E+12,94.72,0.39
1.69268E+12,98.07,0.12
1.69268E+12,103.8,0.02
1.69268E+12,103.95,0.17
1.69268E+12,96.04,0.39
1.69268E+12,72.42,0.03
1.69268E+12,63.7,0.03
1.69268E+12,87.37,0.17
1.69268E+12,86.52,0.4
1.69268E+12,102.3,0.05
1.69268E+12,102.05,0.04
1.69268E+12,102.53,0.31
1.69268E+12,89.98,0.24
1.69268E+12,104.1,0.03
1.69268E+12,104.1,0.03
1.69268E+12,89.7,0.36
1.69268E+12,85.04,0.2
1.69268E+12,71.17,0.05
1.69268E+12,94.45,0.05
1.69268E+12,95.97,0.37
1.69268E+12,102.25,0.1
1.69268E+12,87.33,0.05
1.69268E+12,89.4,0.17
1.69268E+12,94.58,0.42
1.69268E+12,103.85,0.03
1.69268E+12,99.45,0.03
1.69268E+12,94.47,0.13
1.69268E+12,72.98,0.4
1.69268E+12,64,0.05
1.69268E+12,85.05,0.05
1.69268E+12,88.12,0.29
1.69268E+12,102.55,0.26
1.69268E+12,102.35,0.04
1.69268E+12,84.08,0.04
1.69268E+12,101.8,0.36
1.69268E+12,104,0.26
1.69268E+12,104.05,0.04
1.69268E+12,91.8,0.06
1.69268E+12,63.46,0.4
1.69268E+12,53.9,0.11
1.69268E+12,47.35,0.04
1.69268E+12,81,0.11
1.69268E+12,102.58,0.43
1.69268E+12,102.3,0.12
1.69268E+12,102.4,0.05
1.69268E+12,93.92,0.17
1.69268E+12,92,0.34
1.69268E+12,103.65,0.05
1.69268E+12,90.66,0.04
1.69268E+12,94.24,0.25
1.69268E+12,57.8,0.28
1.69268E+12,57.3,0.04
1.69268E+12,87.37,0.04
1.69268E+12,94.78,0.24
1.69268E+12,102.27,0.21
1.69268E+12,102,0.04
1.69268E+12,81.88,0.04
1.69268E+12,91.05,0.39
1.69268E+12,104,0.12
1.69268E+12,104.2,0.03
1.69268E+12,89.66,0.03
1.69268E+12,81.07,0.39
1.69268E+12,57.47,0.12
1.69268E+12,57.4,0.04
1.69268E+12,79.62,0.17
1.69268E+12,91.52,0.37
1.69268E+12,102.15,0.04
1.69268E+12,84.2,0.04
1.69268E+12,97.7,0.21
1.69268E+12,103.7,0.4
1.69268E+12,103.77,0.04
1.69268E+12,84.97,0.04
1.69268E+12,79.1,0.3
1.69268E+12,61.23,0.24
1.69268E+12,88.18,0.05
1.69268E+12,100.42,0.05
1.69268E+12,102.55,0.38
1.69268E+12,102.35,0.19
1.69268E+12,92,0.03
1.69268E+12,95.14,0.02
1.69268E+12,103.8,0.43
1.69268E+12,103.7,0.08
1.69268E+12,89.98,0.04
1.69268E+12,73.04,0.17
1.69268E+12,64.4,0.4
1.69268E+12,103.4,0.03
1.69268E+12,90.94,0.03
1.69268E+12,102.3,0.14
1.69268E+12,102.4,0.36
1.69268E+12,88.05,0.04
1.69268E+12,96.82,0.04
1.69268E+12,102.75,0.3
1.69268E+12,103,0.26
1.69268E+12,85.17,0.03
1.69268E+12,87.17,0.03
1.69268E+12,51.65,0.29
1.69268E+12,84.32,0.26
1.69268E+12,102.63,0.05
1.69268E+12,102.6,0.07
1.69268E+12,102.6,0.43
1.69268E+12,91.02,0.1
1.69268E+12,84.7,0.03
1.69268E+12,103.9,0.1
1.69268E+12,104.05,0.46
1.69268E+12,92.04,0.11
1.69268E+12,75.78,0.05
1.69268E+12,68.15,0.19
1.69268E+12,86.57,0.36
1.69268E+12,85.88,0.03
1.69268E+12,102.55,0.03
1.69268E+12,102.25,0.25
1.69268E+12,87.75,0.34
1.69268E+12,85.02,0.03
1.69268E+12,97.9,0.03
1.69268E+12,98.55,0.31
1.69268E+12,97.58,0.24
1.69268E+12,89.36,0.04
1.69268E+12,82.23,0.05
1.69268E+12,82.2,0.38
1.69268E+12,82.13,0.12
1.69268E+12,95.4,0.03
1.69268E+12,102.23,0.03
1.69268E+12,102.95,0.4
1.69268E+12,90.12,0.12
1.69268E+12,102.63,0.03
1.69268E+12,102.8,0.18
1.69268E+12,96.6,0.36
1.69268E+12,89.36,0.04
1.69268E+12,81.3,0.04
1.69268E+12,75.2,0.17
1.69268E+12,90.33,0.38
1.69268E+12,93.52,0.03
1.69268E+12,102.28,0.03
1.69268E+12,102.1,0.3
1.69268E+12,97.45,0.23
1.69268E+12,89.58,0.04
1.69268E+12,92.07,0.04
1.69268E+12,92.4,0.39
1.69268E+12,88.08,0.19
1.69268E+12,81.06,0.04
1.69268E+12,78.72,0.04
1.69268E+12,91.25,0.46
1.69268E+12,89.74,0.08
1.69268E+12,102.6,0.04
1.69268E+12,102.1,0.14
1.69268E+12,80.45,0.4
1.69268E+12,89.88,0.03
1.69268E+12,93.27,0.03
1.69268E+12,101.15,0.17
1.69268E+12,89.37,0.36
1.69268E+12,90.36,0.05
1.69268E+12,82.62,0.05
1.69268E+12,82.2,0.31
1.69268E+12,80.15,0.24
1.69268E+12,94.72,0.03
1.69268E+12,102.3,0.03
1.69268E+12,102.25,0.3
1.69268E+12,94.52,0.25
1.69268E+12,82.12,0.03
1.69268E+12,92.05,0.05
1.69268E+12,97.9,0.44
1.69268E+12,94.65,0.09
1.69268E+12,99.68,0.03
1.69268E+12,95.83,0.15
1.69268E+12,89.4,0.43
1.69268E+12,87.38,0.12
1.69268E+12,102.48,0.05
1.69268E+12,102.15,0.24
1.69268E+12,98.3,0.31
1.69268E+12,79.02,0.04
1.69268E+12,94.8,0.03
1.69268E+12,95.15,0.26
1.69268E+12,96.68,0.31
1.69268E+12,88.66,0.03
1.69268E+12,92.77,0.03
1.69268E+12,92.65,0.26
1.69268E+12,91.04,0.2
1.69268E+12,92.42,0.05
1.69268E+12,102.05,0.06
1.69268E+12,102,0.41
1.69268E+12,96.92,0.11
1.69268E+12,84.42,0.03
1.69268E+12,74.7,0.04
1.69268E+12,80.97,0.4
1.69268E+12,90.22,0.12
1.69268E+12,102.76,0.04
1.69268E+12,102.45,0.15
1.69268E+12,102.93,0.36
1.69268E+12,89.72,0.04
1.69268E+12,101.78,0.03
1.69268E+12,101.97,0.22
1.69268E+12,99.15,0.35
1.69268E+12,83.9,0.03
1.69268E+12,67.4,0.03
1.69268E+12,67.8,0.31
1.69268E+12,86.96,0.22
1.69268E+12,88.88,0.03
1.69268E+12,103.85,0.03
1.69268E+12,103.6,0.38
1.69268E+12,89.9,0.22
1.69268E+12,101.08,0.04
1.69268E+12,102.1,0.11
1.69268E+12,87.93,0.44
1.69268E+12,89.48,0.08
1.69268E+12,65.95,0.04
1.69268E+12,71.25,0.14
1.69268E+12,87.35,0.39
1.69268E+12,89.82,0.04
1.69268E+12,103.17,0.03
1.69268E+12,103.5,0.16
1.69268E+12,83.87,0.33
1.69268E+12,81.92,0.03
1.69268E+12,102.3,0.03
1.69268E+12,102.2,0.3
1.69268E+12,98.23,0.25
1.69268E+12,84.28,0.05
1.69268E+12,44.15,0.05
1.69268E+12,44.6,0.3
1.69268E+12,91.98,0.24
1.69268E+12,89.48,0.03
1.69268E+12,103.3,0.05
1.69268E+12,96.5,0.43
1.69268E+12,81.7,0.09
1.69268E+12,100.64,0.03
1.69268E+12,102.2,0.06
1.69268E+12,102.75,0.42
1.69268E+12,82.36,0.11
1.69268E+12,44.94,0.04
1.69268E+12,62.65,0.17
1.69268E+12,93.14,0.34
1.69268E+12,103.6,0.05
1.69268E+12,103.4,0.05
1.69268E+12,102.3,0.26
1.69268E+12,96.06,0.3
1.69268E+12,102.45,0.03
1.69268E+12,102.25,0.03
1.69268E+12,77.68,0.3
1.69268E+12,79.48,0.2
1.69268E+12,50.3,0.04
1.69268E+12,83.88,0.05
1.69268E+12,100.46,0.39
1.69268E+12,103.05,0.14
1.69268E+12,87.5,0.04
1.69268E+12,88.66,0.04
1.69268E+12,92.26,0.38
